text,intents,slots
next Saturday,,"{'date': {'value': 'next Saturday', 'span': [0, 13], 'norm_value': {'day': 26, 'month': 3, 'year': 2022}}}"
from the 19th to the 22nd how much was streaming,"['how_much', 'transfer_payment_deposit']","{'date_from': {'value': '19th', 'span': [9, 13], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}, 'date_to': {'value': '22nd', 'span': [21, 25], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}, 'shopping_category': {'value': 'streaming', 'span': [39, 48], 'norm_value': 'streaming'}}"
can i get home insurance?,"['request_info', 'make_open_apply_setup_get_activate']",
what time can I check out tomorrow?,"['when', 'check_out']","{'date': {'value': 'tomorrow', 'span': [26, 34], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
i want to leave my car here all night,['parking'],"{'time_period': {'value': 'all night', 'span': [28, 37], 'norm_values': {'type': 'absolute', 'from': {'hour': 18, 'minute': 0}, 'to': {'hour': 0, 'minute': 0}}}}"
Is it possible to pay by cash?,"['transfer_payment_deposit', 'request_info']",
its a money transfer,['transfer_payment_deposit'],
3,,"{'number': {'value': '3', 'span': [0, 1], 'norm_value': 3}}"
can I update a room booking?,"['change', 'booking']","{'rooms': {'value': 'a room', 'span': [13, 19], 'norm_value': 1}}"
I'm off now,['end_call'],
"I forgot my password, what should I do?","['pin', 'dont_know', 'request_info']",
There's something wrong with my savings account,"['wrong_notworking_notshowing', 'savings', 'account']",
"One of my direct debits was rejected last month, probably because of the negative balance on my account?","['wrong_notworking_notshowing', 'balance', 'direct_debit', 'account']","{'date_period': {'value': 'last month', 'span': [37, 47], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 2, 'year': 2022}, 'to': {'day': 28, 'month': 2, 'year': 2022}}}}"
How easy it to close my current mortgage arrangement?,"['cancel_close_leave_freeze', 'mortgage', 'how']",
I want to close it,['cancel_close_leave_freeze'],
It was declined,['wrong_notworking_notshowing'],
just 2 adults,,"{'adults': {'value': '2', 'span': [5, 6], 'norm_value': 2}}"
Is it okay if my address is overseas?,"['international', 'request_info']",
are there any suspicious transactions between 2 and 22 45?,"['request_info', 'transfer_payment_deposit', 'wrong_notworking_notshowing']","{'time_from': {'value': '2', 'span': [46, 47], 'norm_value': {'hour': 2, 'minute': 0}}, 'time_to': {'value': '22 45', 'span': [52, 57], 'norm_value': {'hour': 22, 'minute': 45}}}"
Check my balance last Thursday,"['how_much', 'balance']","{'date': {'value': 'last Thursday', 'span': [17, 30], 'norm_value': {'day': 10, 'month': 3, 'year': 2022}}}"
via app,,
We need it for 6 nights,,"{'date_period': {'value': '6 nights', 'span': [15, 23], 'norm_values': {'type': 'relative', 'days': 6}}}"
it seems I have forgotten to do that transfer to yeng two days ago,"['transfer_payment_deposit', 'dont_know']","{'date': {'value': 'two days ago', 'span': [54, 66], 'norm_value': {'day': 13, 'month': 3, 'year': 2022}}, 'person_name': {'value': 'yeng', 'span': [49, 53], 'norm_value': 'yeng'}}"
when will you unblock my credit card finally?,"['credit', 'card', 'when', 'make_open_apply_setup_get_activate']",
i checked my standings orders for last 4 days and there are some missing payments?,"['wrong_notworking_notshowing', 'standing_order', 'transfer_payment_deposit']","{'date_period': {'value': 'last 4 days', 'span': [34, 45], 'norm_values': {'type': 'absolute', 'from': {'day': 11, 'month': 3, 'year': 2022}, 'to': {'day': 15, 'month': 3, 'year': 2022}}}}"
I cannot find a hair dryer and I looked everywhere!,"['wrong_notworking_notshowing', 'room_ammenities']",
how long will the card take to arrive if i ordered it to another country?,"['arrival', 'international', 'card', 'how_long']",
Are there any limits associated with paying by card?,"['limits', 'transfer_payment_deposit', 'card', 'request_info']",
I sent $6476 last 13th to Poland and the money is still not there!,"['transfer_payment_deposit', 'wrong_notworking_notshowing', 'international']","{'date': {'value': 'last 13th', 'span': [13, 22], 'norm_value': {'day': 13, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '$6476', 'span': [7, 12], 'norm_value': {'amount': 6476.0, 'currency': 'USD'}}}"
can I increase the limit of my credit card to 700 euros,"['credit', 'change', 'card', 'more_higher_after', 'limits']","{'amount_of_money': {'value': '700 euros', 'span': [46, 55], 'norm_value': {'amount': 700.0, 'currency': 'EUR'}}}"
"hello, what time can I check in the earliest?","['when', 'greet', 'limits', 'check_in', 'less_lower_before']",
Is it ok if I bring some pets,"['pets', 'request_info']",
move money from my account to another one,"['transfer_payment_deposit', 'account']",
I wanted to top it up,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",
from the 21st of May,,"{'date_from': {'value': '21st of May', 'span': [9, 20], 'norm_value': {'day': 21, 'month': 5, 'year': 2022}}}"
"book a sauna for 2 people, tomorrow at 12","['booking', 'spa', 'make_open_apply_setup_get_activate']","{'time': {'value': '12', 'span': [39, 41], 'norm_value': {'hour': 12, 'minute': 0}}, 'date': {'value': 'tomorrow', 'span': [27, 35], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'people': {'value': '2', 'span': [17, 18], 'norm_value': 2}}"
How much more did I spend on bar this month?,"['more_higher_after', 'how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'this month', 'span': [33, 43], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}, 'shopping_category': {'value': 'bar', 'span': [29, 32], 'norm_value': 'bar'}}"
do you have exercise bikes,"['request_info', 'gym']",
It was with contactless,['contactless'],
I have a booking and I need to change the number of adults,"['change', 'existing', 'booking']",
This is a pretty delicate transaction so I'd like to talk to a real person.,"['transfer_payment_deposit', 'handoff']",
"it looks like this is not working, lets move on to something else",['wrong_notworking_notshowing'],
i would like be able to use overdraft in my account,"['overdraft', 'make_open_apply_setup_get_activate', 'account']",
cancel todays pedicure session under duane dietzel,"['cancel_close_leave_freeze', 'spa', 'booking']","{'date': {'value': 'todays', 'span': [7, 13], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}, 'person_name': {'value': 'duane dietzel', 'span': [37, 50], 'norm_value': 'duane dietzel'}}"
Does this mean that I get to keep the existing interest rates on my ISA?,"['fees_interests', 'request_info', 'existing']",
7th to 21st of the month,,"{'date_from': {'value': '7th', 'span': [0, 3], 'norm_value': {'day': 7, 'month': 4, 'year': 2022}}, 'date_to': {'value': '21st of the month', 'span': [7, 24], 'norm_value': {'day': 21, 'month': 3, 'year': 2022}}}"
Can you list the accounts under my name?,"['request_info', 'account']",
no idea,['dont_know'],
i really have to shut down direct debits so please show them to me,"['cancel_close_leave_freeze', 'direct_debit', 'request_info']",
its going to be 2 people,,"{'people': {'value': '2 people', 'span': [16, 24], 'norm_value': 2}}"
I'm looking forward to the appointment tomorrow,['appointment'],"{'date': {'value': 'tomorrow', 'span': [39, 47], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
Can I open more than 2 business accounts?,"['request_info', 'business', 'account']","{'number': {'value': '2', 'span': [21, 22], 'norm_value': 2}}"
I'd like to move to a larger room next Wednesday,"['make_open_apply_setup_get_activate', 'more_higher_after']","{'date': {'value': 'next Wednesday', 'span': [34, 48], 'norm_value': {'day': 23, 'month': 3, 'year': 2022}}}"
Can I make an insurance claim?,"['make_open_apply_setup_get_activate', 'request_info']",
yes through the app,['affirm'],
where can i get skin renewal therapies,"['request_info', 'spa']",
it's more than this for sure,['more_higher_after'],
"Yes, I paid it yesterday",['affirm'],"{'date': {'value': 'yesterday', 'span': [15, 24], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}}"
what credit cards do you offer?,"['request_info', 'credit', 'card']",
I don't see any direct debits list in my app!,"['wrong_notworking_notshowing', 'direct_debit']",
It is contactless,['contactless'],
do you offer loans for more than $20000,"['loan', 'request_info', 'more_higher_after']","{'amount_of_money': {'value': '$20000', 'span': [33, 39], 'norm_value': {'amount': 20000.0, 'currency': 'USD'}}}"
Can I book from the 26th to the 28th for two people?,"['booking', 'make_open_apply_setup_get_activate']","{'date_from': {'value': '26th', 'span': [20, 24], 'norm_value': {'day': 26, 'month': 3, 'year': 2022}}, 'date_to': {'value': '28th', 'span': [32, 36], 'norm_value': {'day': 28, 'month': 3, 'year': 2022}}, 'people': {'value': 'two', 'span': [41, 44], 'norm_value': 2}}"
20 mins after 10 PM,,"{'time': {'value': '20 mins after 10 PM', 'span': [0, 19], 'norm_value': {'hour': 22, 'minute': 20}}}"
give me a refund,"['refund', 'make_open_apply_setup_get_activate']",
"i wanted to change the time, it should be half past 11 p.m.",['change'],"{'time_to': {'value': 'half past 11 p.m.', 'span': [42, 59], 'norm_value': {'hour': 23, 'minute': 30}}}"
why is the payment not showing on my balance?,"['wrong_notworking_notshowing', 'balance', 'transfer_payment_deposit', 'why']",
I think the payment is done with direct debit,"['direct_debit', 'transfer_payment_deposit']",
"Aight, and when did I made that 37.37 euros payment to amazon video?","['acknowledge', 'transfer_payment_deposit', 'when']","{'amount_of_money': {'value': '37.37 euros', 'span': [32, 43], 'norm_value': {'amount': 37.37, 'currency': 'EUR'}}, 'company_name': {'value': 'amazon video', 'span': [55, 67], 'norm_value': 'amazon video'}}"
tv is just dead,"['room_ammenities', 'wrong_notworking_notshowing']",
can I update my hotel reservation to include more people?,"['change', 'booking', 'existing']",
any free rooms with jacuzzi after Tuesday?,"['room_ammenities', 'request_info', 'more_higher_after']","{'date_from': {'value': 'Tuesday', 'span': [34, 41], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}}"
Au revoir cheers,['end_call'],
small question - would i get the loan before this Saturday? i need to pay some bills soon,"['loan', 'request_info', 'less_lower_before']","{'date_to': {'value': 'this Saturday', 'span': [45, 58], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}}"
"No, it has nothing to do with cheques","['cheque', 'deny']",
change dates of a room booking,"['change', 'booking']",
Change my address from Chancery Lane 6 to N59LS.,['change'],
leaving on Saturday,,"{'date_to': {'value': 'Saturday', 'span': [11, 19], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}}"
one infant,,"{'kids': {'value': 'one', 'span': [0, 3], 'norm_value': 1}}"
It was reverted,['wrong_notworking_notshowing'],
just one person,,"{'adults': {'value': 'one', 'span': [5, 8], 'norm_value': 1}}"
concerning business,['business'],
i need to make that transfer earlier than November 4th,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'less_lower_before']","{'date': {'value': 'November 4th', 'span': [42, 54], 'norm_value': {'day': 4, 'month': 11, 'year': 2022}}}"
"i saw some news from the nasdaq, whats the balance of my savings one now?","['balance', 'savings', 'how_much']",
"that's right, cancel it please","['affirm', 'cancel_close_leave_freeze']",
I cannot login to the app and pay anything contactless because of the address missing.,"['contactless', 'wrong_notworking_notshowing', 'transfer_payment_deposit']",
"Yes, yes, it's a 3 night stay for 4.","['affirm', 'existing', 'booking']","{'date_period': {'value': '3 night', 'span': [17, 24], 'norm_values': {'type': 'relative', 'days': 3}}, 'people': {'value': '4', 'span': [34, 35], 'norm_value': 4}}"
Is it card or cash?,"['card', 'request_info']",
i want to leave my car here overnight,['parking'],"{'time_period': {'value': 'overnight', 'span': [28, 37], 'norm_values': {'type': 'absolute', 'from': {'hour': 18, 'minute': 0}, 'to': {'hour': 6, 'minute': 0}}}}"
when can I expect this reimbursement to land on my account?,"['when', 'refund', 'arrival', 'account']",
Ive got a reservation starting on 5th of March,"['existing', 'booking']","{'date_from': {'value': '5th of March', 'span': [34, 46], 'norm_value': {'day': 5, 'month': 3, 'year': 2022}}}"
"No, I want to speak to a normal person.","['deny', 'handoff']",
is it possible to book the restaurant for dinner before 7:00pm?,"['less_lower_before', 'booking', 'restaurant', 'request_info']","{'time': {'value': '7:00pm', 'span': [56, 62], 'norm_value': {'hour': 19, 'minute': 0}}}"
when will i get it?,"['arrival', 'when']",
"Yeah, I need to make a reservation for 4.","['affirm', 'make_open_apply_setup_get_activate', 'booking']","{'people': {'value': '4', 'span': [39, 40], 'norm_value': 4}}"
It is about overdrafts!,['overdraft'],
I want to modify the number of rooms,['change'],
goodbye then,['end_call'],
That's not what I want,['deny'],
1st Dec,,"{'date': {'value': '1st Dec', 'span': [0, 7], 'norm_value': {'day': 1, 'month': 12, 'year': 2022}}}"
why am I earning less daily interest than the previous month,"['why', 'fees_interests', 'less_lower_before']","{'date_period': {'value': 'previous month', 'span': [46, 60], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 2, 'year': 2022}, 'to': {'day': 28, 'month': 2, 'year': 2022}}}}"
gotta get going,['end_call'],
I am certain I paid by cash,['transfer_payment_deposit'],
do you have any restaurants open at 5 30 a.m.?,"['request_info', 'restaurant']","{'time': {'value': '5 30 a.m.', 'span': [36, 45], 'norm_value': {'hour': 5, 'minute': 30}}}"
That's the address,,
i need to cancel a direct debit so please show them to me,"['cancel_close_leave_freeze', 'direct_debit', 'request_info']",
"already have one, want to change it","['existing', 'change']",
"my interest rates are smaller now than 6 months ago, what's going on?","['fees_interests', 'less_lower_before', 'why']","{'date_to': {'value': '6 months ago', 'span': [39, 51], 'norm_value': {'day': 15, 'month': 9, 'year': 2021}}}"
i want to make a top up using the mobile application,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",
"1 person, 1 bedroom for 2 nights",,"{'date_period': {'value': '2 nights', 'span': [24, 32], 'norm_values': {'type': 'relative', 'days': 2}}, 'people': {'value': '1', 'span': [0, 1], 'norm_value': 1}, 'rooms': {'value': '1', 'span': [10, 11], 'norm_value': 1}}"
"I don't know, I think I paid by card, but I'm kind of guessing at this time","['dont_know', 'transfer_payment_deposit', 'card']",
the person i want to pay,['transfer_payment_deposit'],
my husband and I will be coming with our three sons,,"{'kids': {'value': 'three', 'span': [41, 46], 'norm_value': 3}, 'adults': {'value': 'my husband and I', 'span': [0, 16], 'norm_value': 2}}"
Can you tell me what my overdraft limit is? I may need to use more money than usually this month,"['overdraft', 'limits', 'how_much']","{'date_period': {'value': 'this month', 'span': [86, 96], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}}"
"The transaction was rejected, but you did take your transaction fee nonetheless!","['wrong_notworking_notshowing', 'fees_interests', 'transfer_payment_deposit']",
How can I check my balance from October last year?,"['balance', 'how', 'request_info']","{'date_period': {'value': 'October last year', 'span': [32, 49], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 10, 'year': 2021}, 'to': {'day': 31, 'month': 10, 'year': 2021}}}}"
3 nights please,,"{'date_period': {'value': '3 nights', 'span': [0, 8], 'norm_values': {'type': 'relative', 'days': 3}}}"
I need to close my account in 4 days,"['account', 'cancel_close_leave_freeze']","{'date': {'value': 'in 4 days', 'span': [27, 36], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}}"
Can I kill my savings account?,"['cancel_close_leave_freeze', 'savings', 'account']",
I would like to stay a Thursday to Friday,,"{'date_from': {'value': 'Thursday', 'span': [23, 31], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}, 'date_to': {'value': 'Friday', 'span': [35, 41], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}}"
"no, i never said that, it was for 5 nights!",['deny'],"{'date_period': {'value': '5 nights', 'span': [34, 42], 'norm_values': {'type': 'relative', 'days': 5}}}"
When can I expect the answer?,['when'],
26 May,,"{'date': {'value': '26 May', 'span': [0, 6], 'norm_value': {'day': 26, 'month': 5, 'year': 2022}}}"
Why is it happening all the time?,['why'],
theres a broken static bike in the gym,"['gym', 'wrong_notworking_notshowing']",
spa team please,"['handoff', 'spa']",
i cant make it to my restaurant booking at 2:10 night,"['cancel_close_leave_freeze', 'restaurant', 'booking']","{'time': {'value': '2:10 night', 'span': [43, 53], 'norm_value': {'hour': 2, 'minute': 10}}}"
I'll stay over the weekend in the week of 3rd May,,"{'date': {'value': '3rd May', 'span': [42, 49], 'norm_value': {'day': 3, 'month': 5, 'year': 2022}}, 'date_period': {'value': 'weekend', 'span': [19, 26], 'norm_values': {'type': 'relative', 'days': 2}}}"
"Ok, another thing - do I have to pay some fees to use atm when Im abroad? i know that some banks are charging a lot!","['international', 'acknowledge', 'request_info', 'fees_interests', 'withdrawal']",
Can I cancel my mortgage?,"['cancel_close_leave_freeze', 'mortgage', 'request_info']",
my number passcode,['pin'],
"I can't discuss leaving the bank with you, and I'd like to speak to an actual person.","['cancel_close_leave_freeze', 'handoff']",
"i see, awesome thanks","['thank', 'acknowledge']",
I can't see my balance anywhere,"['wrong_notworking_notshowing', 'balance']",
your website doesn't show my standing orders!,"['standing_order', 'wrong_notworking_notshowing']",
move it to half an hour before,"['change', 'less_lower_before']","{'time_period': {'value': 'half an hour', 'span': [11, 23], 'norm_values': {'type': 'relative', 'days': 30.0}}}"
Good morning my name is sydni,['greet'],"{'person_name': {'value': 'sydni', 'span': [24, 29], 'norm_value': 'sydni'}}"
"Hello, I'm just quickly calling to let you know that what we discussed 15 minutes ago is correct.","['affirm', 'greet']","{'time': {'value': '15 minutes ago', 'span': [71, 85], 'norm_value': {'hour': 8, 'minute': 45}}}"
i'll use my smartphone program,,
it looks like its still not working,['wrong_notworking_notshowing'],
what are the working times of the gym and the pool?,"['gym', 'swimming_pool', 'request_info']",
Laters,['end_call'],
Has the price of subscription gone up this week,"['request_info', 'more_higher_after']","{'date_period': {'value': 'this week', 'span': [38, 47], 'norm_values': {'type': 'absolute', 'from': {'day': 14, 'month': 3, 'year': 2022}, 'to': {'day': 20, 'month': 3, 'year': 2022}}}, 'shopping_category': {'value': 'subscription', 'span': [17, 29], 'norm_value': 'subscription'}}"
"no, just cancel that booking under taiwo lis and don't bother","['deny', 'cancel_close_leave_freeze', 'booking']","{'person_name': {'value': 'taiwo lis', 'span': [35, 44], 'norm_value': 'taiwo lis'}}"
How do I order caesar salad,"['room_service', 'request_info']",
hello there!,['greet'],
is it possible to speak with a real person?,"['handoff', 'request_info']",
Can you give me the list of transactions on my current account from this Thursday until this Sunday?,"['request_info', 'transfer_payment_deposit', 'current', 'account']","{'date_from': {'value': 'this Thursday', 'span': [68, 81], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}, 'date_to': {'value': 'this Sunday', 'span': [88, 99], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}}"
what do I need to do to speak with an agent?,"['how', 'handoff']",
I want to transfer money to another account,"['transfer_payment_deposit', 'account', 'make_open_apply_setup_get_activate']",
Why cannot I decrease all these fees and rates you charge me?,"['less_lower_before', 'fees_interests', 'why']",
2 and 6 kids,,"{'number': {'value': '2', 'span': [0, 1], 'norm_value': 2}, 'kids': {'value': '6 kids', 'span': [6, 12], 'norm_value': 6}}"
family room for 4 nights in September the 6th,,"{'date_period': {'value': '4 nights', 'span': [16, 24], 'norm_values': {'type': 'relative', 'days': 4}}, 'date_from': {'value': 'September the 6th', 'span': [28, 45], 'norm_value': {'day': 6, 'month': 9, 'year': 2022}}, 'rooms': {'value': 'family room', 'span': [0, 11], 'norm_value': 1}}"
any table free before 19:55 evening?,"['restaurant', 'booking', 'request_info', 'less_lower_before']","{'time': {'value': '19:55 evening', 'span': [22, 35], 'norm_value': {'hour': 19, 'minute': 55}}}"
Why is that standing order to Snappy Snaps still pending after 2 days?,"['standing_order', 'wrong_notworking_notshowing', 'why']","{'date_period': {'value': '2 days', 'span': [63, 69], 'norm_values': {'type': 'relative', 'days': 2}}, 'company_name': {'value': 'Snappy Snaps', 'span': [30, 42], 'norm_value': 'Snappy Snaps'}}"
I don't know if my transfer has arrived,"['dont_know', 'wrong_notworking_notshowing', 'transfer_payment_deposit']",
Can you tell me more about how to decrease it?,"['change', 'request_info', 'less_lower_before']",
I can't say.,['dont_know'],
"the list of recent transactions on my existing FlexiPlus account is empty, that can't be right","['wrong_notworking_notshowing', 'account', 'transfer_payment_deposit', 'existing']",
someone stole it from me,['lost_stolen'],
Are there any fees when topping up?,"['fees_interests', 'request_info', 'transfer_payment_deposit', 'transfer_payment_deposit']",
"It's about my card, I'm afraid someone stole it","['lost_stolen', 'card']",
"maybe, can i lower my overdraft then?","['overdraft', 'change', 'request_info', 'dont_know', 'less_lower_before']",
How do I increase the daily atm limit?,"['how', 'change', 'more_higher_after', 'withdrawal', 'limits']",
how long have I been paying the direct debit to Waitrose,"['how_long', 'direct_debit', 'transfer_payment_deposit']","{'company_name': {'value': 'Waitrose', 'span': [48, 56], 'norm_value': 'Waitrose'}}"
I told you both were credit,['credit'],
i have booked the spa for later today,"['existing', 'booking', 'spa']","{'date': {'value': 'today', 'span': [32, 37], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}}"
Does it matter if the recipient is from another country?,"['international', 'request_info']",
"exactly, up to July the 20th 1992, thanks","['thank', 'affirm']","{'date_to': {'value': 'July the 20th 1992', 'span': [15, 33], 'norm_value': {'day': 20, 'month': 7, 'year': 1992}}}"
you need to update your personal details for a transfer,"['change', 'transfer_payment_deposit']",
How much of my overdraft have I used,"['how_much', 'overdraft']",
the card was supposed to arrive 5 weeks ago,"['card', 'arrival']","{'date': {'value': '5 weeks ago', 'span': [32, 43], 'norm_value': {'day': 8, 'month': 2, 'year': 2022}}}"
how much does a single room cost?,['how_much'],"{'rooms': {'value': 'a single', 'span': [14, 22], 'norm_value': 1}}"
At 8pm I have a dinner booking.,"['existing', 'restaurant', 'booking']","{'time': {'value': '8pm', 'span': [3, 6], 'norm_value': {'hour': 20, 'minute': 0}}}"
"Can you read that for me, please?",['request_info'],
can i do one?,"['make_open_apply_setup_get_activate', 'request_info']",
I need to make a cancellation. It was for half past 0 p.m. and was for 4 people.,"['cancel_close_leave_freeze', 'booking']","{'time': {'value': 'half past 0 p.m.', 'span': [42, 58], 'norm_value': {'hour': 12, 'minute': 30}}, 'people': {'value': '4', 'span': [71, 72], 'norm_value': 4}}"
I can't seem to send money abroad,"['wrong_notworking_notshowing', 'international', 'transfer_payment_deposit']",
"I see, we're done then, thank you!","['acknowledge', 'thank', 'end_call']",
can I open account in other currencies?,"['account', 'request_info', 'international', 'make_open_apply_setup_get_activate']",
I would like to book a hotel for 2 nights for 6 in three rooms for Friday to Sunday so we can go drinking,"['booking', 'make_open_apply_setup_get_activate']","{'date_period': {'value': '2 nights', 'span': [33, 41], 'norm_values': {'type': 'relative', 'days': 2}}, 'date_from': {'value': 'Friday', 'span': [67, 73], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}, 'date_to': {'value': 'Sunday', 'span': [77, 83], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}, 'rooms': {'value': 'three', 'span': [51, 56], 'norm_value': 3}}"
"4 adults 2 rooms, February 24 to Mar 8",,"{'date_from': {'value': 'February 24', 'span': [18, 29], 'norm_value': {'day': 24, 'month': 2, 'year': 2023}}, 'date_to': {'value': 'Mar 8', 'span': [33, 38], 'norm_value': {'day': 8, 'month': 3, 'year': 2022}}, 'adults': {'value': '4', 'span': [0, 1], 'norm_value': 4}, 'rooms': {'value': '2', 'span': [9, 10], 'norm_value': 2}}"
Can I get a dog friendly room,"['make_open_apply_setup_get_activate', 'booking', 'pets']","{'rooms': {'value': 'a dog friendly room', 'span': [10, 29], 'norm_value': 1}}"
"I tried to put more money to my account yesterday, but this transaction is still pending for some reason.","['wrong_notworking_notshowing', 'transfer_payment_deposit', 'account']",
Is it okay if my official residence is abroad?,"['international', 'request_info']",
My card payment shows as pending,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'card']",
"2 people for 9 nights, separate rooms, starting 13 Aug",,"{'date_period': {'value': '9 nights', 'span': [13, 21], 'norm_values': {'type': 'relative', 'days': 9}}, 'date_from': {'value': '13 Aug', 'span': [48, 54], 'norm_value': {'day': 13, 'month': 8, 'year': 2022}}, 'people': {'value': '2', 'span': [0, 1], 'norm_value': 2}, 'rooms': {'value': 'separate rooms', 'span': [23, 37], 'norm_value': 2}}"
I lost my wallet in the bar,['lost_stolen'],
i lost it yesterday afternoon,['lost_stolen'],"{'date': {'value': 'yesterday', 'span': [10, 19], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}, 'time_period': {'value': 'afternoon', 'span': [20, 29], 'norm_values': {'type': 'absolute', 'from': {'hour': 12, 'minute': 0}, 'to': {'hour': 19, 'minute': 0}}}}"
How many euros do I have on my foreign account?,"['how_much', 'international', 'account', 'balance']",
i want to have another a current bank account with you,"['make_open_apply_setup_get_activate', 'current', 'account']",
This payee has an international account,"['international', 'account']",
I need to cancel the standing order to hyatt in 9 days,"['cancel_close_leave_freeze', 'standing_order']","{'date': {'value': 'in 9 days', 'span': [45, 54], 'norm_value': {'day': 24, 'month': 3, 'year': 2022}}, 'company_name': {'value': 'hyatt', 'span': [39, 44], 'norm_value': 'hyatt'}}"
make it on 2nd of May,['make_open_apply_setup_get_activate'],"{'date': {'value': '2nd of May', 'span': [11, 21], 'norm_value': {'day': 2, 'month': 5, 'year': 2022}}}"
my daughter left left a teddy bear downstairs did someone hand it in,['lost_stolen'],
make it on Thursday,['make_open_apply_setup_get_activate'],"{'date': {'value': 'Thursday', 'span': [11, 19], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}}"
Arriving on the 12th and leaving on the 22nd,,"{'date_from': {'value': '12th', 'span': [16, 20], 'norm_value': {'day': 12, 'month': 4, 'year': 2022}}, 'date_to': {'value': '22nd', 'span': [40, 44], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}}"
what time does check in finish?,"['when', 'check_in']",
We'll be two families without kids.,,"{'kids': {'value': 'without kids', 'span': [22, 34], 'norm_value': 0}, 'adults': {'value': 'two families', 'span': [9, 21], 'norm_value': 4}}"
i got my card stolen!,"['lost_stolen', 'card']",
"I want to apply for a loan, what should I do?","['loan', 'make_open_apply_setup_get_activate', 'request_info']",
I want to order breakfast omelette room service,"['make_open_apply_setup_get_activate', 'room_service']",
I want to upgrade the booking i did for the 18th August,"['change', 'booking']","{'date_from': {'value': '18th August', 'span': [44, 55], 'norm_value': {'day': 18, 'month': 8, 'year': 2022}}}"
"No idea, but I hope that I can cancel my stolen card over the mobile.","['lost_stolen', 'cancel_close_leave_freeze', 'dont_know', 'card']",
i paid someone,['transfer_payment_deposit'],
"Why is my loan rate so high now, what the hell?","['fees_interests', 'request_info', 'more_higher_after', 'loan', 'why']",
I want to activate a standing order to latrice song from my current account for 740 dollars on first Wednesday of each month,"['make_open_apply_setup_get_activate', 'standing_order', 'current', 'account']","{'date_period': {'value': 'first Wednesday of each month', 'span': [95, 124], 'norm_values': {'type': 'periodic'}}, 'amount_of_money': {'value': '740 dollars', 'span': [80, 91], 'norm_value': {'amount': 740.0, 'currency': 'USD'}}, 'person_name': {'value': 'latrice song', 'span': [39, 51], 'norm_value': 'latrice song'}}"
i need to make that transfer earlier than March 1st i owe kaeo a lot of money,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit', 'less_lower_before']","{'date': {'value': 'March 1st', 'span': [42, 51], 'norm_value': {'day': 1, 'month': 3, 'year': 2022}}, 'person_name': {'value': 'kaeo', 'span': [58, 62], 'norm_value': 'kaeo'}}"
the account I use for my business,"['business', 'account']",
I think I might have left one of my bags somewhere,['lost_stolen'],
it is not 10£,['deny'],"{'amount_of_money': {'value': '10£', 'span': [10, 13], 'norm_value': {'amount': 10.0, 'currency': 'GBP'}}}"
I'd like to change the date of my room booking please,"['change', 'booking', 'existing']","{'rooms': {'value': 'my room', 'span': [31, 38], 'norm_value': 1}}"
is there a steam room,"['spa', 'request_info']",
"This is not working, let me talk to a person","['wrong_notworking_notshowing', 'handoff']",
one week,,"{'date_period': {'value': 'one week', 'span': [0, 8], 'norm_values': {'type': 'relative', 'days': 7}}}"
"I've got no more questions about that booking, thanks!","['booking', 'thank']",
